driver_name,trip_id,pickup_zone,amount
Carlos,T04706,Queens,33.43
Fatima,T04707,Manhattan,13.53
Fatima,T04708,Queens,21.84
Hana,T04709,Bronx,10.41
Diana,T04710,Staten Island,49.37
Ivan,T04711,Queens,23.06
Diana,T04712,Staten Island,28.38
Julia,T04713,Manhattan,26.28
Alice,T04714,Bronx,49.3
Hana,T04715,Staten Island,53.34
Carlos,T04716,Bronx,10.02
Alice,T04717,Manhattan,46.03
Julia,T04718,Bronx,73.07
George,T04719,Queens,54.98
Julia,T04720,Bronx,38.15
Hana,T04721,Queens,14.03
Fatima,T04722,Bronx,72.94
Alice,T04723,Bronx,18.94
Alice,T04724,Staten Island,9.56
Carlos,T04725,Bronx,15.02
Hana,T04726,Staten Island,61.27
Ivan,T04727,Staten Island,49.27
Julia,T04728,Staten Island,41.68
Carlos,T04729,Brooklyn,36.69
Ivan,T04730,Bronx,23.14
Ethan,T04731,Bronx,20.58
Hana,T04732,Staten Island,35.65
Alice,T04733,Queens,63.08
Diana,T04734,Manhattan,55.29
Bob,T04735,Queens,41.32
Julia,T04736,Bronx,62.66
Alice,T04737,Manhattan,18.99
Diana,T04738,Staten Island,61.71
Diana,T04739,Manhattan,45.26
Ethan,T04740,Manhattan,44.01
Ethan,T04741,Brooklyn,71.21
Ivan,T04742,Brooklyn,69.93
Bob,T04743,Staten Island,46.32
Fatima,T04744,Manhattan,56.87
Ethan,T04745,Staten Island,58.6
Ivan,T04746,Brooklyn,63.06
Hana,T04747,Brooklyn,68.48
Bob,T04748,Queens,59.49
George,T04749,Queens,22.7
Carlos,T04750,Bronx,45.49
Bob,T04751,Staten Island,65.64
George,T04752,Manhattan,46.53
Bob,T04753,Queens,15.79
Hana,T04754,Bronx,60.08
Fatima,T04755,Manhattan,18.35
Fatima,T04756,Manhattan,71.3
Ivan,T04757,Manhattan,50.86
Ethan,T04758,Bronx,30.97
Fatima,T04759,Staten Island,33.06
Ivan,T04760,Queens,24.21
Diana,T04761,Manhattan,33.35
Ivan,T04762,Staten Island,69.39
George,T04763,Bronx,44.21
Diana,T04764,Staten Island,67.89
Diana,T04765,Queens,30.28
Alice,T04766,Manhattan,53.19
Alice,T04767,Staten Island,11.33
Fatima,T04768,Staten Island,59.13
Ethan,T04769,Queens,52.24
Hana,T04770,Queens,29.33
Fatima,T04771,Brooklyn,55.93
Ethan,T04772,Manhattan,55.91
Hana,T04773,Queens,25.76
Diana,T04774,Staten Island,39.12
Alice,T04775,Queens,54.59
Ethan,T04776,Bronx,28.8
Fatima,T04777,Brooklyn,57.27
Hana,T04778,Brooklyn,71.4
Fatima,T04779,Brooklyn,70.6
Ivan,T04780,Queens,44.15
Julia,T04781,Queens,69.7
Julia,T04782,Staten Island,22.83
Alice,T04783,Brooklyn,67.1
Ivan,T04784,Manhattan,70.22
Julia,T04785,Staten Island,27.25
Ivan,T04786,Bronx,22.41
Fatima,T04787,Brooklyn,48.08
Ivan,T04788,Staten Island,44.65
Alice,T04789,Brooklyn,56.48
Bob,T04790,Brooklyn,23.36
Bob,T04791,Brooklyn,18.56
Julia,T04792,Bronx,69.27
Hana,T04793,Brooklyn,63.78
Bob,T04794,Bronx,9.8
Fatima,T04795,Queens,24.9
Ethan,T04796,Staten Island,35.49
Bob,T04797,Queens,28.78
Diana,T04798,Brooklyn,16.67
Alice,T04799,Brooklyn,46.1
Hana,T04800,Staten Island,24.76
Bob,T04801,Brooklyn,55.45
Fatima,T04802,Manhattan,54.14
Fatima,T04803,Brooklyn,27.71
Ivan,T04804,Queens,51.96
Diana,T04805,Manhattan,51.57
Carlos,T04806,Staten Island,34.87
Ivan,T04807,Manhattan,10.76
Julia,T04808,Bronx,50.21
Fatima,T04809,Staten Island,25.31
Bob,T04810,Bronx,56.05
Fatima,T04811,Brooklyn,19.05
Julia,T04812,Manhattan,17.84
Ethan,T04813,Manhattan,15.77
Julia,T04814,Queens,52.04
Julia,T04815,Manhattan,20.08
Julia,T04816,Manhattan,30.36
Julia,T04817,Queens,39.64
Ivan,T04818,Manhattan,59.93
Alice,T04819,Bronx,21.74
Alice,T04820,Manhattan,52.01
Ivan,T04821,Queens,60.53
Diana,T04822,Bronx,26.82
Bob,T04823,Bronx,10.1
George,T04824,Queens,68.8
Alice,T04825,Queens,65.65
Carlos,T04826,Manhattan,61.01
Hana,T04827,Brooklyn,24.64
Bob,T04828,Brooklyn,62.55
Alice,T04829,Queens,14.55
Ivan,T04830,Bronx,30.07
Fatima,T04831,Bronx,43.38
Ivan,T04832,Manhattan,13.73
Hana,T04833,Staten Island,43.85
Fatima,T04834,Queens,10.34
Bob,T04835,Brooklyn,43.23
Bob,T04836,Queens,67.28
Ethan,T04837,Brooklyn,40.7
Fatima,T04838,Brooklyn,15.33
Julia,T04839,Queens,40.37
Fatima,T04840,Brooklyn,57.9
Diana,T04841,Manhattan,8.85
Hana,T04842,Queens,47.7
Ethan,T04843,Staten Island,19.13
Ivan,T04844,Manhattan,67.95
Ivan,T04845,Manhattan,73.35
Hana,T04846,Bronx,63.95
Diana,T04847,Brooklyn,54.95
Carlos,T04848,Bronx,62.96
Hana,T04849,Manhattan,29.22
Ethan,T04850,Queens,74.41
Ivan,T04851,Manhattan,16.08
Bob,T04852,Manhattan,42.77
Julia,T04853,Staten Island,68.04
Alice,T04854,Brooklyn,46.82
Julia,T04855,Staten Island,51.08
Hana,T04856,Staten Island,68.56
George,T04857,Manhattan,17.39
Hana,T04858,Staten Island,35.95
Diana,T04859,Manhattan,45.38
George,T04860,Queens,30.62
Fatima,T04861,Brooklyn,58.89
George,T04862,Bronx,57.79
Hana,T04863,Bronx,56.7
Carlos,T04864,Manhattan,53.43
George,T04865,Bronx,16.84
Alice,T04866,Manhattan,46.37
Bob,T04867,Bronx,52.52
Alice,T04868,Brooklyn,43.69
Ivan,T04869,Brooklyn,58.92
Julia,T04870,Brooklyn,66.61
Ethan,T04871,Bronx,27.64
George,T04872,Brooklyn,51.24
George,T04873,Staten Island,12.11
Carlos,T04874,Bronx,18.55
Bob,T04875,Brooklyn,50.54
Ethan,T04876,Queens,27.17
Julia,T04877,Bronx,55.31
Diana,T04878,Staten Island,17.23
Bob,T04879,Brooklyn,38.92
Fatima,T04880,Manhattan,30.85
Ethan,T04881,Staten Island,19.29
Julia,T04882,Brooklyn,53.6
Alice,T04883,Bronx,10.65
Ethan,T04884,Brooklyn,49.15
Fatima,T04885,Brooklyn,63.5
Fatima,T04886,Manhattan,31.31
Alice,T04887,Queens,29.91
Ivan,T04888,Manhattan,66.88
George,T04889,Staten Island,57.58
Diana,T04890,Staten Island,63.51
Hana,T04891,Bronx,51.06
Ivan,T04892,Queens,39.51
Ethan,T04893,Brooklyn,47.13
Hana,T04894,Queens,24.86
Bob,T04895,Bronx,44.35
Julia,T04896,Bronx,30.97
Fatima,T04897,Brooklyn,49.13
Bob,T04898,Brooklyn,53.97
Julia,T04899,Bronx,58.74
Diana,T04900,Brooklyn,57.42
Ivan,T04901,Manhattan,16.6
Alice,T04902,Queens,38.26
Hana,T04903,Bronx,65.73
Ivan,T04904,Staten Island,54.3
Ethan,T04905,Staten Island,39.83
Carlos,T04906,Bronx,33.81
Bob,T04907,Manhattan,24.81
Bob,T04908,Staten Island,39.7
Julia,T04909,Manhattan,40.98
Bob,T04910,Manhattan,18.29
Fatima,T04911,Queens,66.17
Fatima,T04912,Staten Island,65.38
Hana,T04913,Brooklyn,45.11
Hana,T04914,Queens,45.52
Alice,T04915,Bronx,72.96
Carlos,T04916,Queens,16.01
Fatima,T04917,Staten Island,19.55
Hana,T04918,Bronx,48.69
Ivan,T04919,Manhattan,19.56
Alice,T04920,Bronx,58.69
Carlos,T04921,Queens,58.79
Ivan,T04922,Bronx,29.15
Diana,T04923,Manhattan,34.49
Julia,T04924,Staten Island,68.25
Fatima,T04925,Manhattan,63.13
Alice,T04926,Bronx,50.43
Fatima,T04927,Staten Island,38.01
Alice,T04928,Bronx,54.48
Julia,T04929,Staten Island,39.34
George,T04930,Queens,65.03
Alice,T04931,Staten Island,71.26
Alice,T04932,Brooklyn,36.32
George,T04933,Brooklyn,59.23
Bob,T04934,Staten Island,45.71
Ethan,T04935,Queens,17.5
Fatima,T04936,Brooklyn,67.68
Ethan,T04937,Bronx,11.64
George,T04938,Queens,23.27
George,T04939,Manhattan,32.61
Fatima,T04940,Staten Island,50.61
Ethan,T04941,Bronx,28.15
Ivan,T04942,Queens,57.9
Ethan,T04943,Brooklyn,31.93
Diana,T04944,Staten Island,65.79
Hana,T04945,Bronx,42.06
Ivan,T04946,Bronx,34.76
Fatima,T04947,Manhattan,15.28
George,T04948,Queens,34.17
Julia,T04949,Queens,20.82
Julia,T04950,Staten Island,43.35
Alice,T04951,Manhattan,36.14
Fatima,T04952,Bronx,41.05
Fatima,T04953,Manhattan,33.39
Ethan,T04954,Queens,16.71
Julia,T04955,Manhattan,29.59
Carlos,T04956,Brooklyn,45.15
Ivan,T04957,Staten Island,71.84
Fatima,T04958,Brooklyn,10.88
Ivan,T04959,Manhattan,37.07
Ethan,T04960,Staten Island,14.68
Hana,T04961,Queens,27.1
Hana,T04962,Brooklyn,8.57
Hana,T04963,Brooklyn,62.02
Carlos,T04964,Manhattan,33.15
Diana,T04965,Queens,70.42
Alice,T04966,Staten Island,38.1
Diana,T04967,Brooklyn,64.43
Julia,T04968,Brooklyn,50.95
George,T04969,Bronx,23.89
Carlos,T04970,Staten Island,14.46
Ethan,T04971,Staten Island,24.05
Julia,T04972,Manhattan,63.94
Julia,T04973,Queens,54.47
Ethan,T04974,Brooklyn,40.36
Diana,T04975,Bronx,37.16
Fatima,T04976,Brooklyn,74.83
George,T04977,Bronx,50.58
Carlos,T04978,Queens,11.11
Diana,T04979,Queens,48.73
Alice,T04980,Bronx,13.26
Julia,T04981,Manhattan,59.85
Julia,T04982,Queens,66.85
Alice,T04983,Brooklyn,71.96
Bob,T04984,Staten Island,34.47
Alice,T04985,Staten Island,59.31
Ivan,T04986,Staten Island,17.47
Bob,T04987,Bronx,72.34
Fatima,T04988,Bronx,20.28
Julia,T04989,Bronx,24.55
Carlos,T04990,Queens,12.86
Carlos,T04991,Brooklyn,46.44
Diana,T04992,Staten Island,17.35
Hana,T04993,Bronx,11.56
Diana,T04994,Brooklyn,61.5
Hana,T04995,Manhattan,16.54
Diana,T04996,Staten Island,18.12
Bob,T04997,Bronx,43.52
Ethan,T04998,Bronx,42.18
Julia,T04999,Staten Island,33.21
Ivan,T05000,Bronx,52.08
